symbol,company_name,industry,yahoo_symbol,latest_close,price_date,return_63d,return_126d,return_189d,return_252d,weighted_momentum,rs_rating,is_high_rs,vcp_stars,vcp_trend_template,vcp_range_position,vcp_contracting_ranges,vcp_contracting_volatility,vcp_pivot_readiness,close,sma50,sma150,sma200,sma200_20d_ago,high_252,low_252,pct_below_high,pct_above_low,range_60_pct,range_30_pct,range_15_pct,atr_50_pct,atr_20_pct,atr_10_pct,pivot_55,distance_to_pivot_pct,avg_volume_10,avg_volume_50,volume_ratio,live_price,breakout_pct,is_breakout,quote_status,quote_timestamp,breakout_reason
SHILPAMED,Shilpa Medicare Limited,,SHILPAMED.NS,805.2000122070312,2026-08-12,0.68311041488278,1.370326709662582,1.04677179638926,0.9610208298679814,0.9488680331370767,98,True,3,True,True,True,False,False,805.2000122070312,612.6539978027344,450.8576658121745,424.3347494506836,394.7904998779297,825.4000244140625,259.5,2.4472996861577334,210.28902204509876,76.3486905119116,45.58603168574479,38.14226350026151,3.5084452810205757,3.82296371159843,5.01676609641144,825.4000244140625,2.4472996861577387,5568255.1,1923228.64,2.895264236497643,,,False,UNAVAILABLE,,quote has no finite close
INDOTECH,Indo Tech Transformers Limited,,INDOTECH.NS,3539.0,2026-08-12,0.3612585327841751,1.4600306270397203,1.2264863164517146,1.2179744636185554,0.9254016945356682,97,True,3,True,True,True,False,False,3539.0,3159.5859912109377,2227.5019954427084,2081.4239953613283,1905.3719970703125,3976.800048828125,1100.0,11.008852430414118,221.72727272727272,74.66619657158715,37.05541477064194,25.451105641265777,4.394292007364368,4.987001357087983,4.9542244951345715,3976.800048828125,11.008852430414121,21932.2,27244.86,0.8050032189557957,3435.699951171875,-13.606419508461343,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot
PAISALO,Paisalo Digital Limited,,PAISALO.NS,68.75,2026-08-12,0.4712176476240102,1.004957660087677,1.1238802060101576,1.245894576020791,0.8634335474733292,97,True,3,True,True,True,False,False,68.75,66.53039978027344,48.454399757385254,45.411299810409545,42.173199796676634,77.38999938964844,29.783536082586807,11.164232404431463,130.83222827995655,59.20592145223742,15.249438020970324,9.875454745449863,4.132944668856534,4.605089222301136,3.6858154296875,77.38999938964844,11.164232404431457,10953177.2,16045368.24,0.6826379448677582,69.5199966430664,-10.169276145045059,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot
PARAS,Paras Defence and Space Technologies Limited,,PARAS.NS,1280.699951171875,2026-08-12,0.6998936948109424,0.9241286029862845,0.8228010186078181,0.9728874728578556,0.8239208968147687,97,True,3,True,True,True,False,False,1280.699951171875,1218.1190075683594,880.492002360026,833.8080032348632,780.3462530517578,1443.0,580.5,11.247404631193692,120.62014662736864,87.76837996096292,22.787224056113363,16.279067304022547,5.152104743137632,3.6936841406953103,4.100103378984919,1443.0,11.247404631193694,1013798.8,3645470.36,0.2780982150133296,1312.300048828125,-9.057515673726613,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot
AETHER,Aether Industries Limited,,AETHER.NS,1612.699951171875,2026-08-12,0.45092213330802977,0.6435996036571578,1.2013377080473266,1.1550076886274705,0.780357853389603,96,True,3,True,True,True,False,False,1612.699951171875,1376.72599609375,1170.48900390625,1088.3282537841797,1011.5867547607422,1645.0,726.4500122070312,1.9635288041413346,121.99737408941927,57.86948176583493,26.053639846743295,17.483220780235246,3.4019965426404397,3.349352649615426,3.8513059866153347,1645.0,1.9635288041413372,568426.3,431322.08,1.3178696995989634,1596.800048828125,-2.9300882171352627,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot
AVALON,Avalon Technologies Limited,,AVALON.NS,1963.9000244140625,2026-08-12,0.4843171798445127,0.863459511262402,0.9316415863425329,1.0535369629834705,0.7634544840554862,96,True,3,True,True,True,False,False,1963.9000244140625,1742.05400390625,1290.8756701660157,1210.2087524414062,1144.8397528076173,2004.0,777.2999877929688,2.0009967857254285,152.65663903974493,53.5632183908046,23.627390499691547,22.99005584712967,4.457049667680221,4.58169956009562,5.378074546118044,2004.0,2.000996785725424,647356.8,399256.04,1.6214076560995798,1919.9000244140625,-4.19660556816055,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot
HAPPYFORGE,Happy Forgings Limited,,HAPPYFORGE.NS,2022.699951171875,2026-08-12,0.4624147856599321,0.7632908517855042,1.020510612493677,1.0792456874051348,0.757575344600836,96,True,3,True,True,True,False,False,2022.699951171875,1570.769384765625,1360.9289835611978,1284.2150830078126,1207.403212890625,2040.0,859.888472776414,0.8480416092218168,135.22817379339523,54.55925175905213,39.09595376137967,31.2487895460128,2.8172224132516512,3.3518348033567875,4.019380737114723,2040.0,0.8480416092218137,162306.2,116351.84,1.3949603203524759,2010.300048828125,-1.455879959405637,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot
SENORES,Senores Pharmaceuticals Limited,,SENORES.NS,1492.4000244140625,2026-08-12,0.42085976969869265,0.8014364203317905,0.9507222380584142,1.2356378573957962,0.7659032110366772,96,True,3,True,True,True,False,False,1492.4000244140625,1323.5160009765625,1013.135,959.1732510375977,893.2497509765625,1509.800048828125,632.0499877929688,1.1524721056651144,136.12056850524073,50.82917570710539,17.980785061805907,17.293120049389017,3.890915078276237,3.9118205595881674,3.6752888843302007,1509.800048828125,1.15247210566512,264982.3,337617.34,0.7848598653137898,1480.4000244140625,-1.9472793392000587,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot
UNIPARTS,Uniparts India Limited,,UNIPARTS.NS,813.5499877929688,2026-08-12,0.5316662491582802,0.5909527977975026,0.7327453000048294,1.5725379913530149,0.7919137174943816,96,True,3,True,True,True,False,False,813.5499877929688,683.1205981445313,552.053526204427,533.1063705444336,503.7103240966797,829.6338367870466,306.5444705515278,1.938668395730614,165.39378979149362,56.23835538916664,31.329740179035127,27.121208813481363,3.3408752209363244,3.7744649408334823,4.490836069535373,829.6338367870466,1.9386683957306183,334888.2,192923.6,1.73585916912187,819.4500122070312,-1.2275083450615454,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot
BLSE,BLS E-Services Limited,,BLSE.NS,316.6499938964844,2026-08-12,0.6484460405709516,0.8808736248382942,0.5994577313553533,0.6926388470074258,0.6939724568685953,95,True,3,False,True,True,False,True,316.6499938964844,261.81859893798827,202.86992014567056,203.5922589111328,192.20463180541992,324.8999938964844,124.30000305175781,2.53924289165377,154.74656968804186,59.875992493294525,30.298771182546027,27.888207043356044,3.487572989441872,4.121427918134439,3.8338858751461427,324.8999938964844,2.539242891653766,621418.0,934080.0,0.6652727817745804,315.45001220703125,-2.9085816765093475,False,LIVE,2026-08-13T12:13:00+05:30,live price not above pivot
