symbol,company_name,industry,listing_date,ipo_age_days,liquidity_rank,top_1000_liquid,recent_ipo_overlay,history_sessions,scan_date,price_date,latest_open,latest_high,latest_low,latest_close,latest_volume,previous_close,return_20d,return_63d,return_126d,return_189d,return_252d,sma20,sma50,sma150,sma200,momentum_eligibility,vcp_eligibility,nr7,three_close_band_pct,atr14_pct,atr14_average_50_pct,atr_contraction,average_volume_20d,volume_ratio_20d,daily_close_position,daily_range,median_range_20d,distance_from_20d_high_pct,accumulation_day,volume_dry_up,gap_pct,gap_and_hold,daily_inside_bar,double_inside_bar,weekly_inside_bar,ipo_base_depth_pct,prior_20_high,ipo_base,ipo_momentum,ipo_breakout,resistance_price,resistance_touches,resistance_dispersion_pct,distance_to_resistance_pct,horizontal_resistance,pole_gain_pct,consolidation_sessions,consolidation_depth_pct,consolidation_volume_ratio,flags_pennants,rs_line_eligibility,rs_line_distance_from_high_pct,price_distance_from_high_pct,rs_high_before_price_high,history_status,series,isin,yahoo_symbol,median_traded_value_60d,weighted_momentum,rs_rating,is_high_rs,vcp_stars,vcp_trend_template,vcp_range_position,vcp_contracting_ranges,vcp_contracting_volatility,vcp_pivot_readiness,close,sma200_20d_ago,high_252,low_252,pct_below_high,pct_above_low,range_60_pct,range_30_pct,range_15_pct,atr_50_pct,atr_20_pct,atr_10_pct,pivot_55,distance_to_pivot_pct,avg_volume_10,avg_volume_50,volume_ratio,live_price,breakout_pct,is_breakout,quote_status,quote_timestamp,breakout_reason,benchmark_status
ADANIENSOL,Adani Energy Solutions Limited,,2015-07-31,4031.0,42,True,False,499,2026-08-13,2026-08-12,1628.5,1629.699951171875,1570.199951171875,1599.0,1586459.0,1622.0,-4.707985697258643,22.6603275503505,57.26579788541923,61.62943694836307,101.23333112625615,1667.8350036621093,1599.7220068359375,1282.196669108073,1209.9592514038086,ELIGIBLE,ELIGIBLE,False,2.0637898686679175,2.766014255212521,3.3747357296694576,True,1975315.2,0.8031422023178884,0.48403443408613445,59.5,43.39996337890625,10.620458356623812,False,False,0.40073982737360847,False,False,False,False,25.539408854894496,1789.0,False,False,False,1564.75,2.0,1.7574692442882252,-2.188848058795335,False,18.742758134983294,16,10.682596634136802,0.7698285166785265,True,ELIGIBLE,9.1206108492713,10.620458356623812,False,COMPLETE,,,,,0.5308984421214789,90.0,True,3.0,False,True,True,True,False,1599.0,1135.2305014038086,1789.0,744.9000244140625,10.620458356623807,114.65967882841346,34.29922924614502,19.593553767120465,10.177050936020136,3.2208881771810507,3.0306439999120545,2.5909939134322233,1789.0,10.620458356623812,1307642.4,2358524.46,0.554432409829661,1581.9000244140625,-11.576298244043459,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
ADANIENT,Adani Enterprises Limited,,1997-06-04,10662.0,27,True,False,499,2026-08-13,2026-08-12,3020.0,3020.0,2943.0,2985.699951171875,1160458.0,2995.5,-5.233928184254333,9.979195601633272,34.043930983541635,30.178006273532667,32.76889974588166,3059.4699951171874,3052.4427978515623,2514.7361572265627,2466.171700439453,ELIGIBLE,ELIGIBLE,False,0.8138811409561544,1.9779994598275126,2.533459788248465,True,1044977.85,1.1105096629560138,0.554544820413961,77.0,52.2000732421875,7.0888454590983345,False,False,0.8178935069270477,False,False,False,False,17.32509979900227,3213.5,False,False,False,3219.699951171875,3.0,0.9783520352116954,7.2677579758583075,False,9.485814233125534,17,8.417613194336393,0.5536464033049222,False,ELIGIBLE,7.8430332476624205,7.9907565124229585,False,COMPLETE,,,,,0.23389845641244503,74.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
ADANIGREEN,Adani Green Energy Limited,,2018-06-18,2978.0,47,True,False,499,2026-08-13,2026-08-12,1370.0,1371.0,1315.0,1332.300048828125,2152786.0,1366.0,-14.343575420090527,-3.386508424356416,36.18522594830809,27.59051054665571,42.23337583705054,1411.9650024414063,1473.17599609375,1199.582332763672,1159.5587493896485,ELIGIBLE,ELIGIBLE,False,2.754631076096997,2.815217273786943,3.354779272979299,True,2521697.35,0.8537051442751447,0.308929443359375,56.0,42.0,15.985621906578418,False,False,0.2928257686676483,False,False,False,False,19.399325773827766,1610.300048828125,False,False,False,1550.9000244140625,4.0,1.6893384976103452,14.095039792685904,False,9.281245770679348,20,17.076556973764813,0.8824626483214602,False,ELIGIBLE,18.2692996232783,18.338948891932272,False,COMPLETE,,,,,0.198472190966603,70.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
ADANIPORTS,Adani Ports and Special Economic Zone Limited,,2007-11-27,6834.0,52,True,False,499,2026-08-13,2026-08-12,1669.800048828125,1672.699951171875,1640.4000244140625,1665.0,1494540.0,1668.199951171875,-8.971624174527115,-6.856607162758377,7.545961207482477,13.403219845696501,24.276577634319807,1742.8149963378905,1787.9828930664062,1619.6501595052084,1584.3514019775391,ELIGIBLE,ELIGIBLE,False,0.960960960960961,2.190904981432325,2.106211169411105,False,2204279.7,0.6780174040526707,0.7616108782657662,32.2999267578125,27.70001220703125,10.469428202607974,False,False,0.09591761797653753,False,False,False,True,13.256832235651542,1859.699951171875,False,False,False,1849.7516287667795,8.0,1.4824661137168487,9.987915452733107,False,3.963742209434895,16,11.195318981392207,1.4820083576283827,False,ELIGIBLE,12.92551151962119,11.95600330521303,False,COMPLETE,,,,,0.06302508872396406,52.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
ADANIPOWER,Adani Power Limited,,2009-08-20,6202.0,19,True,False,499,2026-08-13,2026-08-12,209.0,209.69000244140625,205.02000427246094,206.99000549316406,13943707.0,209.0,-5.471067114560702,-6.479011529958156,38.87286229795413,36.925321161832095,78.76328167936552,212.12799987792968,219.3890008544922,189.04646728515624,178.87580055236816,ELIGIBLE,ELIGIBLE,False,1.768195712928364,2.0970653488614577,2.991639581717556,True,21816346.65,0.6391403301248882,0.42184196854793127,4.6699981689453125,4.2550048828125,6.970784048016151,False,False,0.0,False,False,False,False,19.346968240048728,228.39999389648438,False,False,False,228.94000244140625,3.0,1.2230291875158128,9.58766345512727,False,2.255116112583533,16,7.523677449429708,0.6247921774978975,False,ELIGIBLE,18.64099578233957,18.571987420082692,False,COMPLETE,,,,,0.28320688415847084,78.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
ADVAIT,Advait Energy Transitions Limited,,2026-01-20,205.0,734,True,True,141,2026-08-13,2026-08-12,2191.39990234375,2194.10009765625,2105.800048828125,2117.699951171875,30253.0,2180.89990234375,-0.07078142858443215,11.223736931295946,29.673625793305682,,,2239.404992675781,2255.1339990234374,,,NOT ELIGIBLE,NOT ELIGIBLE,False,3.2676938550044223,5.190604152167768,4.642643566244977,False,55677.3,0.5433632737219657,0.1347666564365442,88.300048828125,88.8499755859375,13.280100279611998,False,False,0.4814526328657198,False,False,False,False,22.86116601955483,2442.0,False,False,False,2360.75,4.0,1.6138980263157896,10.295459020570794,False,13.129378615602949,7,13.76740176789005,2.1381423123377474,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
ADVANCE,Advance Agrolife Limited,,2025-10-08,309.0,1195,False,True,211,2026-08-13,2026-08-12,122.20999908447266,124.87999725341797,117.2699966430664,117.69999694824219,424355.0,122.20999908447266,4.529305988661481,14.41624750238757,-12.685464181295236,-17.617413753181633,,119.08649940490723,111.18799957275391,113.19846644083658,116.93249988555908,NOT ELIGIBLE,NOT ELIGIBLE,False,3.831777615265116,5.982521027969404,4.37452092739761,False,682281.4,0.6219647787555105,0.05650463478161487,7.6100006103515625,5.305004119873047,16.819790142585024,False,False,0.0,False,False,False,False,33.73145113564212,141.5,False,False,False,116.0,3.0,1.6637933665308458,-1.4655146105536099,True,25.52654105125527,5,17.12367728405201,2.9606906926860206,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
ADVENTHTL,Advent Hotels International Limited,,2025-11-13,273.0,1263,False,True,188,2026-08-13,2026-08-12,144.8000030517578,144.8000030517578,141.16000366210938,143.0,52761.0,143.66000366210938,-1.7857184028324369,-4.888597143424899,-34.39764987483495,,,146.8905014038086,142.57600158691406,163.7446674601237,,NOT ELIGIBLE,NOT ELIGIBLE,False,1.734262746530813,3.2767235815941866,4.934321976919218,True,135838.1,0.388410909752124,0.5054935841811604,3.6399993896484375,3.6399993896484375,7.353421221055012,False,False,0.7935398584074438,False,False,False,True,26.817075217642433,154.35000610351562,False,False,False,148.8699951171875,4.0,1.1755223063065428,3.9430343989510828,True,23.43258382473723,18,9.297055740893018,0.23207661145118258,True,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
ADVENZYMES,Advanced Enzyme Technologies Limited,,2016-08-01,3664.0,948,True,False,499,2026-08-13,2026-08-12,304.5,308.8500061035156,294.5,301.6499938964844,400660.0,298.29998779296875,-7.5098560884300225,-16.714375570592054,1.389381246271415,-2.005024830697988,-2.9312894218664787,315.4915145874023,333.96519348144534,317.71691060384114,315.78158645629884,ELIGIBLE,ELIGIBLE,False,2.4104588008015906,4.364092527338963,4.041658949534281,False,317108.35,1.2634798169143135,0.49825720246437316,14.350006103515625,9.92498779296875,12.05539536545645,False,False,2.0784486961944904,False,False,False,False,26.13879312337329,343.0,False,False,False,383.84390315124,3.0,1.1284094453032079,21.41336845003112,False,8.678261949493438,5,12.91143711488909,1.0746801422724523,False,ELIGIBLE,25.74755559146614,27.696552110893062,False,COMPLETE,,,,,-0.07395136829495433,26.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
AEGISLOG,Aegis Logistics Limited,,1996-04-03,11089.0,110,True,False,497,2026-08-13,2026-08-12,1297.0999755859375,1322.9000244140625,1257.5999755859375,1264.5,836202.0,1297.5999755859375,-4.284306761934054,88.56897574274134,76.47502568217479,65.1816354183983,78.50702359395432,1329.8500122070313,1185.65244140625,848.516426595052,824.7053732299805,ELIGIBLE,ELIGIBLE,False,5.472514920670226,5.907472895880995,5.44913397793686,False,1581420.05,0.5287665348621323,0.1056664510653571,65.300048828125,65.300048828125,15.576181147187059,False,False,-0.03853267643398883,False,False,False,False,53.180443557355325,1497.800048828125,False,False,False,1415.9550899129483,3.0,1.7302808665708627,10.696320172291598,False,79.51010775322985,18,18.39364341158558,0.281385212622949,False,ELIGIBLE,9.810770904200764,15.576181147187059,False,COMPLETE,,,,,0.7946032723600203,97.0,True,2.0,True,False,True,False,False,1264.5,771.1953918457032,1497.800048828125,573.0465115667306,15.576181147187063,120.66271663408435,113.58596193132013,28.6327737395774,22.53947386029596,5.8006762989108775,5.9493865303108935,6.300513651023132,1497.800048828125,15.576181147187059,1328233.9,3507082.34,0.3787290320648702,1258.5999755859375,-15.970093833909072,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
AEGISVOPAK,Aegis Vopak Terminals Limited,,2025-06-02,437.0,448,True,True,301,2026-08-13,2026-08-12,280.20001220703125,280.25,272.79998779296875,273.54998779296875,442476.0,280.54998779296875,-2.9792601703788946,38.4527105029111,24.205395031748722,0.6984316714626626,13.692455447332819,287.6679977416992,259.14363677978514,221.96699117024738,231.43505683898925,ELIGIBLE,ELIGIBLE,True,2.558947290210746,4.9189227033865945,5.018143266510911,True,1863340.65,0.23746382605885832,0.10067097598741613,7.45001220703125,12.899993896484375,10.76496536097951,False,False,-0.12474624885593366,False,True,False,False,41.45316385570759,306.54998779296875,False,False,False,305.07000732421875,3.0,1.524238300995125,10.332061092374618,False,48.57626110639024,15,11.46631717376653,0.5233527968489771,True,ELIGIBLE,11.488225361964844,12.180167463121041,False,COMPLETE,,,,,0.2310034063127328,73.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
AEPL,Artemis Electricals and Projects Limited,,2026-03-12,154.0,1964,False,True,105,2026-08-13,2026-08-12,16.31999969482422,16.889999389648438,15.300000190734863,15.5,60060.0,15.869999885559082,-0.3856067994770451,-4.966275245034668,,,,15.16800012588501,15.946200103759766,,,NOT ELIGIBLE,NOT ELIGIBLE,False,3.290324057302167,6.981567962927753,4.951039717330236,False,86933.8,0.6908705244680434,0.1257861069375343,1.5899991989135742,0.8950004577636719,11.021814396584203,False,False,2.835537570952429,False,False,False,False,25.698321373333666,17.420000076293945,False,False,False,17.84999942779541,2.0,0.5602262446799263,13.165263322843984,False,2.58186900586721,18,23.650975129246955,8.539120270209178,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
AEQUS,Aequs Limited,,2025-12-10,246.0,231,True,True,169,2026-08-13,2026-08-12,238.8000030517578,240.9600067138672,233.6199951171875,236.75999450683594,774393.0,240.72999572753906,-1.796010575646667,16.906966972166426,64.2455806670764,,,234.18099975585938,225.67479949951172,178.75286651611327,,NOT ELIGIBLE,NOT ELIGIBLE,False,3.112861356213526,3.9186755468011385,5.503829258735822,True,3093625.25,0.25031894215370787,0.4277921564958891,7.3400115966796875,8.6199951171875,7.713893676776544,False,False,-0.8017250488242644,False,False,False,False,36.73238935974371,256.54998779296875,False,False,False,245.39999389648438,3.0,1.079867140339949,3.5207822349388476,True,37.43586754897761,20,16.195669370484964,0.26491697810849013,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
AEROENTER,Aeroflex Enterprises Limited,,2022-11-21,1361.0,919,True,False,498,2026-08-13,2026-08-12,132.0399932861328,133.8000030517578,126.0,129.88999938964844,633328.0,129.41000366210938,7.747819246325971,27.668569016063806,58.15171524828324,45.66558490172139,31.804244056924457,123.95750045776367,123.27300048828126,97.16986663818359,94.24934989929199,ELIGIBLE,ELIGIBLE,False,2.187081084059469,5.305588034980006,5.561677599568446,True,521284.5,1.214937332684935,0.4987176753439584,7.8000030517578125,5.854991912841797,4.471575918562933,False,False,2.0322923650403224,False,False,False,False,37.54597150121484,135.97000122070312,False,False,False,149.5500030517578,1.0,0.0,13.146107162100984,False,19.6882462179504,20,15.201881285118388,0.2793355514889821,False,ELIGIBLE,11.63551707368017,13.146107162100984,False,COMPLETE,,,,,0.3819173644781134,84.0,True,4.0,True,True,True,True,False,129.88999938964844,90.34824981689454,149.5500030517578,62.20000076293945,13.146107162100984,108.82636301676807,60.11777367082921,24.804848298128938,17.824956172302404,5.6473933362004995,5.1070132867413,4.961120572393139,149.5500030517578,13.146107162100984,496321.7,1262746.54,0.3930493446452049,125.55999755859375,-16.04146105223505,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot,COMPLETE
AEROFLEX,Aeroflex Industries Limited,,2023-08-31,1078.0,277,True,False,499,2026-08-13,2026-08-12,426.3999938964844,450.0,423.0,446.54998779296875,1802936.0,422.6499938964844,6.0311039450537285,20.52693793598457,129.38220407758885,143.58264102774962,151.4481093297627,428.6,442.1246923828125,323.1170994059245,288.5925888824463,ELIGIBLE,ELIGIBLE,False,6.131904407122698,5.350544309970385,5.856465285680444,True,1396774.55,1.290785259510921,0.8722217701099537,27.0,20.0,5.381931085303208,False,False,0.8872589741284687,False,False,False,False,27.926809447554575,471.95001220703125,False,False,False,519.8811776949342,2.0,0.5861259435225472,14.105375044948468,False,15.785142339604064,6,12.363598812223172,0.7291276156180888,False,ELIGIBLE,13.766391361302482,14.356364827309925,False,COMPLETE,,,,,0.9309336606141407,98.0,True,3.0,True,True,True,False,False,446.54998779296875,263.0833079528809,521.4047569239144,157.8500633749001,14.356364827309932,182.89503231455475,38.74784678393431,28.250443073555758,16.92060432139195,5.655517123574227,4.779420196753129,4.922181027913795,521.4047569239144,14.356364827309925,1235656.5,1719428.52,0.7186437154130723,,,False,UNAVAILABLE,,quote has no finite close,COMPLETE
AEROPLANE,Amir Chand Jagdish Kumar (Exports) Limited,,2026-04-02,133.0,834,True,True,93,2026-08-13,2026-08-12,183.6999969482422,184.8000030517578,176.14999389648438,182.9199981689453,822527.0,182.9199981689453,7.17131826717079,40.513142157347694,,,,190.10199890136718,160.99919876098633,,,NOT ELIGIBLE,NOT ELIGIBLE,False,4.3953688089894385,5.632047652077107,4.245768238164275,False,624470.15,1.3171598354220773,0.7826586250875395,8.650009155273438,10.625,11.590138441249383,False,False,0.4264152564535051,False,False,False,False,43.3542772326618,206.89999389648438,False,False,False,135.9499969482422,2.0,0.07356094575985797,-34.549468389164566,False,64.38485512204888,17,14.862252734229056,0.5053605022674864,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
AETHER,Aether Industries Limited,,2022-06-03,1532.0,388,True,False,499,2026-08-13,2026-08-12,1635.0,1643.5,1606.0,1612.699951171875,81179.0,1634.199951171875,9.17275957750383,45.09221333080298,64.35996036571578,120.13377080473266,115.50076886274705,1518.2049926757813,1376.72599609375,1170.48900390625,1088.3282537841797,ELIGIBLE,ELIGIBLE,False,2.2973365365805947,3.6487172079233923,3.866486770768765,True,385451.55,0.21060753290523804,0.17866536458333335,37.5,47.70001220703125,1.9635288041413372,False,True,0.04895660580281902,False,True,False,False,36.65653495440729,1645.0,False,False,False,1183.5,3.0,1.326579910619983,-36.265310618662866,False,25.497221577110963,8,9.258361630889057,0.6659390912131933,True,ELIGIBLE,1.1712524127165633,1.9635288041413372,False,COMPLETE,,,,,0.780357853389603,96.0,True,3.0,True,True,True,False,False,1612.699951171875,1011.5867547607422,1645.0,726.4500122070312,1.9635288041413346,121.99737408941927,57.86948176583493,26.053639846743295,17.483220780235246,3.4019965426404397,3.349352649615426,3.8513059866153347,1645.0,1.9635288041413372,568426.3,431322.08,1.3178696995989634,1596.800048828125,-2.9300882171352627,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot,COMPLETE
AFCONS,Afcons Infrastructure Limited,,2024-11-04,647.0,669,True,True,442,2026-08-13,2026-08-12,265.0,279.29998779296875,264.3999938964844,267.95001220703125,5079574.0,263.6499938964844,-7.662183259340194,-19.818391591008677,-21.940947888862983,-35.258284478214954,-33.877927684770384,279.91112213134767,298.80670776367185,311.4163798014323,334.4723974609375,ELIGIBLE,ELIGIBLE,False,1.9402723930343528,3.7347044812034733,3.1415266307266903,False,2155404.85,2.3566681683953714,0.23825636005022088,14.899993896484375,9.89035710038155,13.99072760781572,False,False,0.5120448074221073,False,False,False,False,24.7042904225792,311.53619226684685,False,False,False,322.65892228663824,3.0,1.89289154112917,16.955647682665234,False,-0.2403989284928687,10,10.0191022331935,0.5202277137238867,False,ELIGIBLE,40.2949407016936,43.71900148310671,False,COMPLETE,,,,,-0.26142788646773135,5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
AFFLE,Affle 3i Limited,,2019-08-08,2562.0,404,True,False,499,2026-08-13,2026-08-12,1683.0999755859375,1688.4000244140625,1659.0999755859375,1672.9000244140625,147437.0,1677.300048828125,11.482077277846624,13.25570726859262,0.5288173161006382,-3.6014751135607703,-14.205856532733641,1590.0450134277344,1517.1019995117188,1500.0339957682293,1560.4279974365234,ELIGIBLE,ELIGIBLE,True,5.192853485614613,4.3495899267116345,3.257234896932337,False,511849.7,0.28804744830367196,0.47099064268037627,29.300048828125,49.39996337890625,2.744023710354204,False,True,0.34578945859238264,False,True,False,False,19.16167549933614,1720.0999755859375,False,False,False,1535.0,3.0,1.6677508525040716,-8.98371494554153,False,20.278674442881382,6,8.26114630561124,0.5478626305938079,True,ELIGIBLE,19.62694819947311,23.468589635767056,False,COMPLETE,,,,,0.018465800413982936,43.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
AGARWALEYE,Dr. Agarwal's Health Care Limited,,2025-02-04,555.0,1126,False,True,376,2026-08-13,2026-08-12,509.0,514.9500122070312,501.0,511.45001220703125,48136246.0,542.0,3.584812598892406,13.630305548008836,11.293662450806963,1.5285384033808969,11.342115034559242,499.72249908447264,480.79100036621094,462.236000773112,473.71600021362303,ELIGIBLE,ELIGIBLE,True,9.629484568291291,4.825914829623838,3.074814121268611,False,132640.65,362.9071932322407,0.7491041622002389,13.95001220703125,17.724990844726562,9.916334265604359,False,False,-6.088560885608851,False,False,False,False,23.029502421840597,567.75,False,False,False,490.75,3.0,0.45848191543555783,-4.218036109430718,False,12.612609477327762,20,17.217084984588286,30.16633311620389,False,ELIGIBLE,8.231751727964415,9.955983766367737,False,COMPLETE,,,,,0.10284985396952956,57.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
